"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"TXG","10x Genomics, Inc.","58.63","$5.59B","2019","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/txg",
"YI","111, Inc.","4.8","$391.96M","2018","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/yi",
"PIH","1347 Property Insurance Holdings, Inc.","4.59","$27.6M","2014","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pih",
"PIHPP","1347 Property Insurance Holdings, Inc.","25.4","$17.78M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pihpp",
"TURN","180 Degree Capital Corp.","2.06","$64.11M","n/a","Finance","Finance/Investors Services","https://old.nasdaq.com/symbol/turn",
"FLWS","1-800 FLOWERS.COM, Inc.","14.06","$907.54M","1999","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/flws",
"BCOW","1895 Bancorp of Wisconsin, Inc.","9.615","$46.89M","2019","Finance","Banks","https://old.nasdaq.com/symbol/bcow",
"FCCY","1st Constitution Bancorp (NJ)","19.02","$164.6M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fccy",
"SRCE","1st Source Corporation","51.06","$1.3B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/srce",
"VNET","21Vianet Group, Inc.","8.01","$900.27M","2011","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/vnet",
"TWOU","2U, Inc.","17.59","$1.11B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/twou",
"QFIN","360 Finance, Inc.","8.8","$1.27B","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/qfin",
"JOBS","51job, Inc.","75.88","$5.04B","2004","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/jobs",
"JFK","8i Enterprises Acquisition Corp","9.98","$74.13M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/jfk",
"JFKKR","8i Enterprises Acquisition Corp","0.3502","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/jfkkr",
"JFKKU","8i Enterprises Acquisition Corp","10.62","$53.1M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/jfkku",
"JFKKW","8i Enterprises Acquisition Corp","0.32","$1.84M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/jfkkw",
"EGHT","8x8 Inc","19.04","$1.89B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/eght",
"JFU","9F Inc.","11.62","$2.25B","2019","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/jfu",
"AAON","AAON, Inc.","47.07","$2.45B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/aaon",
"ABEO","Abeona Therapeutics Inc.","2.39","$117.86M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/abeo",
"ABEOW","Abeona Therapeutics Inc.","0.179","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/abeow",
"ABIL","Ability Inc.","0.4913","$3.95M","2014","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/abil",
"ABMD","ABIOMED, Inc.","178.73","$8.11B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/abmd",
"AXAS","Abraxas Petroleum Corporation","0.3391","$57.12M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/axas",
"ACIU","AC Immune SA","5.27","$356.05M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aciu",
"ACIA","Acacia Communications, Inc.","64.86","$2.66B","2016","Technology","Semiconductors","https://old.nasdaq.com/symbol/acia",
"ACTG","Acacia Research Corporation","2.64","$132.35M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/actg",
"ACHC","Acadia Healthcare Company, Inc.","31.5","$2.79B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/achc",
"ACAD","ACADIA Pharmaceuticals Inc.","41.81","$6.04B","1985","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/acad",
"ACAM","Acamar Partners Acquisition Corp.","9.83","$375.47M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/acam",
"ACAMU","Acamar Partners Acquisition Corp.","10.13","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/acamu",
"ACAMW","Acamar Partners Acquisition Corp.","0.75","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/acamw",
"ACST","Acasti Pharma, Inc.","1.95","$166.13M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/acst",
"AXDX","Accelerate Diagnostics, Inc.","17.82","$972.46M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/axdx",
"XLRN","Acceleron Pharma Inc.","42.5","$2.25B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/xlrn",
"ARAY","Accuray Incorporated","2.73","$242.37M","2007","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/aray",
"ACRX","AcelRx Pharmaceuticals, Inc.","2.21","$175.55M","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/acrx",
"ACER","Acer Therapeutics Inc.","3.34","$33.72M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/acer",
"ACHV","Achieve Life Sciences, Inc. ","1.42","$11.5M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/achv",
"ACHN","Achillion Pharmaceuticals, Inc.","6.08","$850.57M","2006","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/achn",
"ACIW","ACI Worldwide, Inc.","30.75","$3.59B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/aciw",
"ACRS","Aclaris Therapeutics, Inc.","1.65","$68.26M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/acrs",
"ACMR","ACM Research, Inc.","12.81","$233.1M","2017","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/acmr",
"ACNB","ACNB Corporation","34.17","$241.58M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/acnb",
"ACOR","Acorda Therapeutics, Inc.","2.705","$130.13M","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/acor",
"ACTT","Act II Global Acquisition Corp.","9.9","$371.25M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/actt",
"ACTTU","Act II Global Acquisition Corp.","10.4","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/acttu",
"ACTTW","Act II Global Acquisition Corp.","0.88","$19.14M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/acttw",
"ATVI","Activision Blizzard, Inc","54.8","$42.03B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/atvi",
"ADMS","Adamas Pharmaceuticals, Inc.","3.9","$108.31M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/adms",
"ADMP","Adamis Pharmaceuticals Corporation","0.72","$44.24M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/admp",
"ADAP","Adaptimmune Therapeutics plc","0.9944","$104.54M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/adap",
"ADPT","Adaptive Biotechnologies Corporation","24.56","$3.05B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/adpt",
"ADUS","Addus HomeCare Corporation","85.4","$1.12B","2009","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/adus",
"AEY","ADDvantage Technologies Group, Inc.","2.1","$21.76M","n/a","Consumer Services","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/aey",
"IOTS","Adesto Technologies Corporation","7.95","$239.06M","2015","Technology","Semiconductors","https://old.nasdaq.com/symbol/iots",
"ADIL","Adial Pharmaceuticals, Inc","1.56","$15.98M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/adil",
"ADILW","Adial Pharmaceuticals, Inc","0.2","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/adilw",
"ADMA","ADMA Biologics Inc","4.71","$279.39M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/adma",
"ADBE","Adobe Inc.","261.32","$126.5B","1986","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/adbe",
"ADTN","ADTRAN, Inc.","9.34","$446.7M","1994","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/adtn",
"ADRO","Aduro Biotech, Inc.","0.9676","$77.54M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/adro",
"ADES","Advanced Emissions Solutions, Inc.","14.21","$263.99M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ades",
"AEIS","Advanced Energy Industries, Inc.","52.83","$2.02B","1995","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/aeis",
"AMD","Advanced Micro Devices, Inc.","31.36","$34.54B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/amd",
"ADXS","Advaxis, Inc.","0.3279","$8.1M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/adxs",
"ADVM","Adverum Biotechnologies, Inc.","6.96","$448.64M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/advm",
"DWMC","AdvisorShares Dorsey Wright Micro-Cap ETF","21.4666","$2.15M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwmc",
"DWSH","AdvisorShares Dorsey Wright Short ETF","25.51","$28.7M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwsh",
"ACT","AdvisorShares Vice ETF","23.81","$11.91M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/act",
"AEGN","Aegion Corp","21.86","$675.35M","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/aegn",
"AGLE","Aeglea BioTherapeutics, Inc.","7.61","$219.82M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/agle",
"AEHR","Aehr Test Systems","1.76","$39.99M","1997","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/aehr",
"AMTX","Aemetis, Inc","0.9","$18.51M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/amtx",
"AERI","Aerie Pharmaceuticals, Inc.","21.2","$973.91M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/aeri",
"AVAV","AeroVironment, Inc.","57.67","$1.38B","2007","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/avav",
"ARPO","Aerpio Pharmaceuticals, Inc.","0.5303","$21.52M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/arpo",
"AEZS","AEterna Zentaris Inc.","1.08","$21.47M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aezs",
"AEMD","Aethlon Medical, Inc.","3.95","$78.77M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/aemd",
"GNMX","Aevi Genomic Medicine, Inc.","0.133","$8.61M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/gnmx",
"AFMD","Affimed N.V.","2.82","$176.08M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/afmd",
"AFYA","Afya Limited","25.46","$2.23B","2019","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/afya",
"AGBA","AGBA Acquisition Limited","9.9","$59.15M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/agba",
"AGBAR","AGBA Acquisition Limited","0.23","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/agbar",
"AGBAU","AGBA Acquisition Limited","10.18","$60.83M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/agbau",
"AGBAW","AGBA Acquisition Limited","0.0796","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/agbaw",
"AGEN","Agenus Inc.","2.5","$343.28M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/agen",
"AGRX","Agile Therapeutics, Inc.","1.19","$70.57M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/agrx",
"AGYS","Agilysys, Inc.","24.68","$584.31M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/agys",
"AGIO","Agios Pharmaceuticals, Inc.","32.45","$1.91B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/agio",
"AGMH","AGM Group Holdings Inc.","19.75","$420.99M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/agmh",
"AGNC","AGNC Investment Corp.","16.78","$9.19B","2008","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/agnc",
"AGNCB","AGNC Investment Corp.","25.74","$8.92B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/agncb",
"AGNCM","AGNC Investment Corp.","25.3","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/agncm",
"AGNCN","AGNC Investment Corp.","25.74","$334620","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/agncn",
"AGNCO","AGNC Investment Corp.","25.24","$237.26M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/agnco",
"AGFS","AgroFresh Solutions, Inc.","2.34","$120.38M","2014","Finance","Business Services","https://old.nasdaq.com/symbol/agfs",
"AGFSW","AgroFresh Solutions, Inc.","0.0156","n/a","2014","Finance","Business Services","https://old.nasdaq.com/symbol/agfsw",
"ALRN","Aileron Therapeutics, Inc.","0.4548","$12.65M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alrn",
"AIMT","Aimmune Therapeutics, Inc.","25.79","$1.62B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aimt",
"AIRT","Air T, Inc.","19.681","$59.64M","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/airt",
"AIRTP","Air T, Inc.","2.48","n/a","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/airtp",
"AIRTW","Air T, Inc.","0.061","n/a","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/airtw",
"ATSG","Air Transport Services Group, Inc","21.43","$1.27B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/atsg",
"AIRG","Airgain, Inc.","10.83","$105.22M","2016","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/airg",
"ANTE","AirNet Technology Inc.","1.21","$15.21M","n/a","Technology","Advertising","https://old.nasdaq.com/symbol/ante",
"AKAM","Akamai Technologies, Inc.","90.22","$14.78B","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/akam",
"AKTX","Akari Therapeutics Plc","1.74","$35.51M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aktx",
"SONG","Akazoo S.A.","5.735","$284.66M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/song",
"SONGW","Akazoo S.A.","0.7007","$4.33M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/songw",
"AKCA","Akcea Therapeutics, Inc.","18.11","$1.68B","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/akca",
"AKBA","Akebia Therapeutics, Inc.","4.14","$492.1M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/akba",
"KERN","Akerna Corp.","5.66","$62.03M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/kern",
"KERNW","Akerna Corp.","0.49","n/a","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/kernw",
"AKRO","Akero Therapeutics, Inc.","20.29","$579.39M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/akro",
"AKER","Akers Biosciences Inc.","0.4155","$5.2M","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/aker",
"AKRX","Akorn, Inc.","4.59","$579M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/akrx",
"AKTS","Akoustis Technologies, Inc.","8.34","$253.96M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/akts",
"ALRM","Alarm.com Holdings, Inc.","48.21","$2.34B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/alrm",
"ALSK","Alaska Communications Systems Group, Inc.","1.65","$88.33M","1999","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/alsk",
"ALAC","Alberton Acquisition Corporation","10.28","$151.01M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alac",
"ALACR","Alberton Acquisition Corporation","0.26","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacr",
"ALACU","Alberton Acquisition Corporation","10.49","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacu",
"ALACW","Alberton Acquisition Corporation","0.1","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacw",
"ALBO","Albireo Pharma, Inc.","17.42","$220.98M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/albo",
"ABDC","Alcentra Capital Corp.","8.92","$114.85M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/abdc",
"ALDX","Aldeyra Therapeutics, Inc.","5.93","$163.54M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aldx",
"ALEC","Alector, Inc.","16.12","$1.11B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/alec",
"ALRS","Alerus Financial Corporation","21.47","$373.25M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/alrs",
"ALXN","Alexion Pharmaceuticals, Inc.","106.63","$23.91B","1996","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alxn",
"ALCO","Alico, Inc.","32","$239.25M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/alco",
"ALGN","Align Technology, Inc.","217.5","$17.37B","2001","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","0.37","$26.27M","2010","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alim",
"ALYA","Alithya Group inc.","2.82","$138.11M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/alya",
"ALJJ","ALJ Regional Holdings, Inc.","1.21","$50.72M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","18.645","$2.93B","1991","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alks",
"ALLK","Allakos Inc.","72.67","$3.52B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/allk",
"ABTX","Allegiance Bancshares, Inc.","35.84","$758.31M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","152.71","$2.49B","2006","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/algt",
"ALGR","Allegro Merger Corp.","10.17","$193.84M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/algr",
"ALGRR","Allegro Merger Corp.","0.23","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/algrr",
"ALGRU","Allegro Merger Corp.","10.5145","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/algru",
"ALGRW","Allegro Merger Corp.","0.2399","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/algrw",
"ALNA","Allena Pharmaceuticals, Inc.","5.3","$124.37M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/alna",
"ARLP","Alliance Resource Partners, L.P.","14.16","$1.82B","1999","Energy","Coal Mining","https://old.nasdaq.com/symbol/arlp",
"LNT","Alliant Energy Corporation","53.64","$12.74B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/lnt",
"AESE","Allied Esports Entertainment, Inc.","4.61","$106.44M","2017","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/aese",
"AHPI","Allied Healthcare Products, Inc.","1.23","$4.94M","1992","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","37.32","$358.27M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/amot",
"ALLO","Allogene Therapeutics, Inc.","27.89","$3.4B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/allo",
"ALLT","Allot Ltd.","7.49","$257.3M","2006","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","11.1","$1.85B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/mdrx",
"ALNY","Alnylam Pharmaceuticals, Inc.","89.76","$9.98B","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","12.63","$310.06M","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/aosl",
"GOOG","Alphabet Inc.","1259.13","$873.08B","2004","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","1257.63","$872.04B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","23.71","$22.52M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","5.89","$352.99M","2006","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/atec",
"ALPN","Alpine Immune Sciences, Inc.","2.97","$55.21M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alpn",
"ALTR","Altair Engineering Inc.","34.3","$2.46B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/altr",
"ATHE","Alterity Therapeutics Limited","1.167","$16.9M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/athe",
"ALT","Altimmune, Inc.","2.02","$30.98M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alt",
"ASPS","Altisource Portfolio Solutions S.A.","23.14","$370.21M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/asps",
"AIMC","Altra Industrial Motion Corp.","29.38","$1.9B","2006","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/aimc",
"ALTM","Altus Midstream Company","2.41","$783.08M","2017","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/altm",
"AMAG","AMAG Pharmaceuticals, Inc.","11.87","$402.51M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amag",
"AMAL","Amalgamated Bank","17.25","$549.83M","2018","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/amal",
"AMRN","Amarin Corporation plc","16.74","$5.98B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","10.8","$75.94M","n/a","Basic Industries","Other Specialty Stores","https://old.nasdaq.com/symbol/amrk",
"AMZN","Amazon.com, Inc.","1762.17","$871.67B","1997","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","20.05","$913.3M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ambc",
"AMBCW","Ambac Financial Group, Inc.","8.662","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ambcw",
"AMBA","Ambarella, Inc.","53.12","$1.76B","2012","Technology","Semiconductors","https://old.nasdaq.com/symbol/amba",
"AMCX","AMC Networks Inc.","47.67","$2.65B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/amcx",
"AMCI","AMCI Acquisition Corp.","10.05","$277.03M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amci",
"AMCIU","AMCI Acquisition Corp.","10.34","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amciu",
"AMCIW","AMCI Acquisition Corp.","0.33","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amciw",
"DOX","Amdocs Limited","64.82","$8.81B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/dox",
"AMED","Amedisys Inc","133.85","$4.31B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/amed",
"AMTB","Amerant Bancorp Inc.","19.26","$832.12M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amtb",
"AMTBB","Amerant Bancorp Inc.","13.8251","$597.31M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amtbb",
"UHAL","Amerco","412.33","$8.08B","n/a","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/uhal",
"AMRH","Ameri Holdings, Inc.","0.1438","$9.03M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/amrh",
"AMRHW","Ameri Holdings, Inc.","0.0507","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/amrhw",
"ATAX","America First Multifamily Investors, L.P.","7.71","$465.89M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","16.1548","$53.32B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/amov",
"AAL","American Airlines Group, Inc.","28.29","$12.6B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/aal",
"AFIN","American Finance Trust, Inc.","14.72","$1.56B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/afin",
"AFINP","American Finance Trust, Inc.","25.43","$30.52M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/afinp",
"AMNB","American National Bankshares, Inc.","36.46","$406.28M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amnb",
"ANAT","American National Insurance Company","118.8","$3.19B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/anat",
"AOBC","American Outdoor Brands Corporation","7.11","$389.78M","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/aobc",
"APEI","American Public Education, Inc.","22.21","$356.42M","2007","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/apei",
"AREC","American Resources Corporation","0.7","$18.88M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/arec",
"AMRB","American River Bankshares","14.44","$85.24M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amrb",
"AMSWA","American Software, Inc.","15.625","$490.1M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/amswa",
"AMSC","American Superconductor Corporation","9.47","$204.24M","1991","Consumer Durables","Metal Fabrications","https://old.nasdaq.com/symbol/amsc",
"AMWD","American Woodmark Corporation","97.6","$1.65B","1986","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/amwd",
"CRMT","America&#39;s Car-Mart, Inc.","90.17","$600.41M","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/crmt",
